record_id,stage,name,mechanism,source,line,default_history_verdict,experimental_route,experimental_status,next_test,route_note
3fc1c8c21ee3,post_grad,fold_to_copy,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,639,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
1766db4d1343,post_grad,view_fold_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,703,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
3a7ccf1b83a8,post_grad,fold_where,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,753,supported-neutral,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
ca5e77d357d4,post_grad,fold_redundant_ops,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,779,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
6ae1e7b72b49,post_grad,cat_to_view_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,940,supported-neutral-resource-beneficial,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
5c9c22abceab,post_grad,repeat_to_expand_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,1172,not-run,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
8ee9e84ccba6,post_grad,fold_iota_arithmetic_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,1433,supported-beneficial,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
21e9122b4c50,post_grad,broadcast_const_mask_compress,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,1572,supported-neutral,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
76c60fcaa82c,post_grad,masked_add_compose_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,1727,supported-neutral,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
338fbaf80d51,post_grad,bool_cast_mul_to_where_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,1871,supported-beneficial,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
6ca9ff1d9090,post_grad,sign_diff_hamming_fuse_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,2005,supported-neutral,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
8aaf3faad8d5,post_grad,batch_embedding_fusion_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,2547,supported-neutral-resource-beneficial,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
e5cf645a97a3,post_grad,fused_matmul_relu_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,2821,not-applicable,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
1683aee9ad71,pre_grad,apply_gumbel_max_trick_pass,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,48,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
98d23bb411cf,pre_grad,efficient_conv_bn_eval_pass,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,52,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
99d639de9681,pre_grad,fuse_split_linear_add_pass,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,56,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b969cc70d8e5,pre_grad,fuse_chunk_squeeze_cat_pass,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,59,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
1578bddc9bef,pre_grad,remove_reshape_pass,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,62,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
4ea012b46396,pre_grad,normalization_pass_aten,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,67,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
cf20bf0fe6ca,pre_grad,merge_splits_pass_aten,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,68,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
43bcc9cd8da8,pre_grad,split_cat_pass_aten,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,69,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
4dabbab60e25,pre_grad,unbind_stack_pass_aten,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,70,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
168296afc935,pre_grad,merge_getitem_cat_pass_aten,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,71,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0cfd0d2f526e,pre_grad,merge_stack_tahn_unbind_pass_aten,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,74,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
619c9fd8bc64,pre_grad,mutate_cat_pass_aten,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,77,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
961c767e4f45,pre_grad,remove_split_with_size_one_pass_aten,pattern-registry,torch/_inductor/fx_passes/pre_grad.py,78,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
98db82e97dfc,pre_grad,group_batch_fusion_passes,pipeline,torch/_inductor/fx_passes/pre_grad.py,379,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
9ccc7e147da6,pre_grad,efficient_conv_bn_eval_pass,pipeline,torch/_inductor/fx_passes/pre_grad.py,415,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
41941f36e027,pre_grad,apply_gumbel_max_trick_pass,pipeline,torch/_inductor/fx_passes/pre_grad.py,418,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
75b42df7157e,pre_grad,pre_grad_custom_pass,pipeline,torch/_inductor/fx_passes/pre_grad.py,423,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
42f442cea77f,pre_grad,linear_permute_fusion,pipeline,torch/_inductor/fx_passes/pre_grad.py,466,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
0e5be88aa91f,pre_grad,permute_linear_fusion,pipeline,torch/_inductor/fx_passes/pre_grad.py,468,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
cf0f550d9def,pre_grad,permute_matmul_fusion,pipeline,torch/_inductor/fx_passes/pre_grad.py,470,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
b3d1d861e2fa,pre_grad,remove_identity,pipeline,torch/_inductor/fx_passes/pre_grad.py,477,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
ba020103f31f,pre_grad,fuse_conv_bn,pipeline,torch/_inductor/fx_passes/pre_grad.py,479,not-run,inherited-upstream-needs-dynamic-validation,not-run,reuse-base-test-design-with-experimental-backend,registered by upstream Inductor; effect may change under NPU lowering/codegen
2f0ee8b5ada8,pre_grad,cat_slice_cat_fold_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,113,supported-beneficial,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
e135637039da,pre_grad,pad_slice_fold,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,207,supported-beneficial,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
7d4e2bb280ac,pre_grad,dtype_optimal_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,844,supported-beneficial,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
5bee89d20291,pre_grad,fusion_attention_v3_pass,npu-custom-pass,torch_npu/_inductor/fx_passes/ascend_custom_passes/ascend_graph_pass.py,916,supported-pass-disabled-performance-rejected,inactive-not-called-by-experimental-loader,not-run,migration-review,torch_npu pass belongs to another loader unless explicitly migrated
